id,text,user_id,user_screen_name,user_name,label,score
1305389377829376001,"The same German government policies that worked so well to mitigate a corona-recession could do major damage later,… https://t.co/6amY9VqiEx",486916195,andreaskluth,Andreas Kluth,NEGATIVE,0.9974663257598877
1305389375581286400,@KashafAslam6 Corona ki precautions,1164481102133833728,Its_ShahidN,Shahid Nawaz,NEGATIVE,0.9567698836326599
1305389367805071360,@chipfranklin You know what'll lower drug prices? When trump's KKKult starts to drop like flies from corona and wha… https://t.co/SK8oLeInn5,2524458091,Nechron99,RG,NEGATIVE,0.9979214072227478
1305389366395703299,@GMB great shame piers didn't take his own advice when applauding his son on the march on the last wave of corona..… https://t.co/DBiNjQiYVo,25049683,froggythefrog,therealchrisogood,NEGATIVE,0.9931402802467346
1305389352890109952,All the people I’ve stopped being friends with are all people who have been acting like Corona’s not even real so I… https://t.co/r84L0ItZqY,797260256,cak2020_,karina,NEGATIVE,0.9961748123168945
1305389346627809282,Companies/individuals paid Income Tax during previous years. Govt transfer 1% of IT paid till today by them as comp… https://t.co/kWjlpe5e31,123551051,rvinpandya,Ravindra Pandya,NEGATIVE,0.9858787655830383
1305389338604249090,@TourismandAntiq But no one with face mask against Corona...,2343764087,laurent_beyer,Laurent Beyer,NEGATIVE,0.977480411529541
1305389315925532673,"$9

When Virona the Corona Came to Town

https://t.co/TddGWP6eVP

#BwcDeals #Deals #dailydeals #RespectForTeachers… https://t.co/z1QvZvPDdQ",1178811384387293187,BwcDeals,BWC Deals,NEGATIVE,0.9924061894416809
1305389314361233408,First day back to School after corona https://t.co/Ja0c6KgTU5,1186341594535993349,M00NLET,Moonskeren,NEGATIVE,0.9817289710044861
1305389301409038338,damn this corona this is all your fault https://t.co/Ea35NeQKla,1071064027873214464,bluueemiraclee,yoonkook⁷ 🌟 merch hiatus,NEGATIVE,0.9997386336326599
1305389295209861121,@AIRAAAOFFICIAL act Apprentice dable skild hai corona virus ke chalte sabhi apprentices ko job do ham log dable skild hai,1303899148521889792,MegneeD,Megnee Das,NEGATIVE,0.9915976524353027
1305389284761858048,@GOPChairwoman @realDonaldTrump why if every other world leader on the planet (except say China &amp; Brazil) told thei… https://t.co/b17Xmlq92M,950503135,supadeano,Deano 🌊🌊🌊 🇦🇺,NEGATIVE,0.9946092367172241
1305389263610052608,I probably have Corona 🤪,1283141344177926145,RoyalJester_,🧸BUGZ🧸,NEGATIVE,0.9293280243873596
1305389258216288256,doing the corona test today 🥺,1156148116791472128,getwellavenuee,- j ♡︎,NEGATIVE,0.5363687872886658
1305389248774893568,@realDonaldTrump If you are responsible for Corona Infections an the 190k Corona death...,823211781720051714,HermineHerrlich,Hermine Herrlich,NEGATIVE,0.9939137101173401
1305389246342213635,"@Tutsy22 Maybe it is the presenter's accent that is confusing Wathoni. That accent is mixture of ""H"" factor and Bri… https://t.co/61vP0Zhorl",188753162,LJslim,LJSlim_DMockingJay,NEGATIVE,0.9992775321006775
1305389230982664195,"@realDonaldTrump ignoring racism, corona, shooting people in the back and let killers go , that's trump ! https://t.co/TW7IURhwMR",2825093247,pedrobelgo1,peter verbruggen,POSITIVE,0.7151981592178345
1305389224716169216,Corona party till we die 😣 https://t.co/EoEmBn7FbE,2219084594,azizijamall,Azizi,NEGATIVE,0.9864575266838074
1305389198317289474,"I honestly have no idea what I’m doing, and I hate the corona virus 😕😡",1305369217697415169,anonymous298957,anonymous,NEGATIVE,0.9962279796600342
1305389152117039106,@95Ivrs They were suppose to move at the end of this year but corona delayed construction.,1015054305248923648,NavajoRoyalty,Travis ✨,NEGATIVE,0.9994638562202454
1305389106319339521,@JustJenLive @TripleH2413 @Prognosticus @jacobkschneider They? You mean the Trump corona virus team? They are in charge!,4677050340,Maisywashere64,Mae,NEGATIVE,0.7695559859275818
1305389104499101698,"@Subhash97722099 Yrr.. Sara focus to idhar hi aa raha hai. News channels dekho, pura din yhi news. Sahi hai pr yar,… https://t.co/A6GWE8nqoA",1304644702835077120,IshanDevTripat1,Ishan Dev Tripathi,NEGATIVE,0.9732513427734375
1305389085909897222,"@joy_maderal I mean, it's the fuckin US. Either we die in fires or having fun with corona.",1124179345856012288,Karma_PK11,🦊Karma Peacekeeper🦊,NEGATIVE,0.8968155384063721
1305389069241786368,WHO: NEXT TWO MONTHS WILL BE TOUGHER AS DAILY DEATHS IN CORONA RISE,1092883822473924608,REDBOXINDIA,Redbox India,NEGATIVE,0.9984620809555054
1305389031451234309,morning yall i'm fuckin ill and my symptoms overlap with a cold and corona so yeet,1288028053021614081,nsfwbbyboyy,𝕝 𝕝 𝕨 𝕪 𝕕 ' 𝕤 𝕠 𝕨 𝕟 𝕖 𝕣,NEGATIVE,0.9983348250389099
1305389024534646785,@twiterisshit_ Corona me much needed 😂,1206903257592807424,_itzshweta_,𝓢𝓱𝔀𝓮𝓽𝓪♕︎,NEGATIVE,0.6952865719795227
1305389018385805313,@LangaMahesh Handling corona data is more important than handling corona. Keep watching corona cases in bihar will… https://t.co/qM0B1JOOb7,229360298,Anchal_saini,Anchal saini,NEGATIVE,0.9846397638320923
1305389017781932032,WHO: NEXT TWO MONTHS WILL BE TOUGHER AS DAILY DEATHS IN CORONA RISE,865624663841320960,breakingmkts,Breaking Market News,NEGATIVE,0.9984620809555054
1305388995854041089,WHO: NEXT TWO MONTHS WILL BE TOUGHER AS DAILY DEATHS IN CORONA RISE,3295423333,FirstSquawk,First Squawk,NEGATIVE,0.9984620809555054
1305388981023051777,"@6lackMarcei Na so I enter bus last week, person talk say some officials dey stop vehicles with people without mask… https://t.co/l6SXzp2ESZ",310244880,Geeekpo,G E E É K P O™,NEGATIVE,0.9928285479545593
1305388969639776258,"@buitengebieden_ In Serengeti the Mothers are doing all the rearing and providing food for the cubs. 
Dads only do… https://t.co/SqTV6ptwSQ",1038322286129020930,Ginutsa1,"Ginutsa - ""Puttin' on the Ritz""- #afterTrump",NEGATIVE,0.9883375763893127
1305388966208708610,Selecting five Corona Warriors to inaugurate Dasara-2020 seems to have become a big headache for the District Admin… https://t.co/Hx508Fd5Xs,3278725700,Star_Of_Mysore,Star Of Mysore,NEGATIVE,0.9996522665023804
1305388963197317122,"#RailApprenticeDoubleSkilledOnRoad
📍Highest unemployment rate in last 45 years.
📍GDP down by -23%.
📍Unplanned - Uno… https://t.co/aKWd43Vrqd",854162032924520449,IzharRHussain,Izhar Hussain,NEGATIVE,0.9989818930625916
1305388961448239104,We’re really facing two pandemics in SA 🙆🏾‍♂️ Corona Virus and Crime https://t.co/0VhGGC6NoI,3874843661,sbudah_ybg,Young Black & Gifted,NEGATIVE,0.9917854070663452
1305388961385377792,"Billionaire Gates! 

Opened the flood Gates!

Made a mountain of gold in a pit of snakes!

Went on Corona strike! S… https://t.co/nc0rME8rVK",1286870121152159746,capitalstmonsta,Indiana بونز (Bones),POSITIVE,0.8981011509895325
1305388936693460992,"Igbo Dey cure corona, Rahman Jago Dey ontop the matter https://t.co/6Jcscb0Nh4",89140632,Ezdeepayne,EzdeeMO.,NEGATIVE,0.9798282980918884
1305388911598817280,"We don't care the Rhea . 🙏 

Stop the nonsense 
Unemployment.❌
Youths Jobs.❌
Agriculture problems.❌
Economic growth… https://t.co/Yk9CcBfYqo",1102278373865189376,Eyadvendu,yadvendu,NEGATIVE,0.9940027594566345
1305388903755444225,@LicypriyaK College admissions is coming to an end... Corona is on pick... And cbse is on weed... Nothing gonna happen..No more hope😔😔.,1273869065384275973,OgamJopir,Ogam Jopir,NEGATIVE,0.99951171875
1305388893299257344,"tw sickness
so im losing my voice and im scared school are gonna send me home and be like go get a corona test im t… https://t.co/8hS5gdkhrM",1277000248741724160,asthmaticsoot,isabelle !!,NEGATIVE,0.999716579914093
1305388877667069953,"Due to corona, everyone is trying to avoid bacteria.
Hand sanitizers, washing hands constantly, masks, staying insi… https://t.co/eyY5iMQ3QD",1247775196326420480,BrofBrotein,The Brofessor,NEGATIVE,0.9941312670707703
1305388877062963201,@GOPChairwoman Joe Biden doesn’t have a corona virus record. Donald Trump does,55295842,BOUTTOM,Tom Bout,NEGATIVE,0.5523900985717773
1305388861011488768,First time I've seen Mr Shouty Piers Morgan on TV and the panic he is trying to spread Re Corona. Why have China no… https://t.co/5NLtcOgvO6,353813824,almcp01,Alan McPhail,NEGATIVE,0.9912595152854919
1305388857874026496,"World would have Corona free by now, if Sushant Singh Rajput was alive😢. Man would've prepared a proper vaccine by… https://t.co/3tg9nFDkrU",1013390086451298305,183_Mirpur,Viru Sharma,NEGATIVE,0.9960696697235107
1305388844435546122,Corona infection figures in the country exceed 48.46 million https://t.co/M4hQOS14Dv,1216824204013654016,news8_plus,News8Plus,NEGATIVE,0.9898937344551086
1305388833127555072,"@KanganaTeam Keep ""physical distance"",  don't fall in offer and pass your Consent , change habits , follow as… https://t.co/MMEHadb2rW",1302076862219186178,S3BY3ZqgRoW8fe1,ऊँ नमः शिवाय,NEGATIVE,0.9467874765396118
1305388827842936832,@actuallyayana Stay inside corona,3933624077,Droptoplilhaze,Lil Haze,POSITIVE,0.9784518480300903
1305388815322882048,"there should be a home test for corona virus. so you can check if your buddy got a men's flu, real flu or covid...… https://t.co/DaYj6R25pO",200560871,RejekaGerster,Rejeka Gerster,NEGATIVE,0.9990045428276062
1305388783764779009,"📍Highest unemployment rate in last 45 years.
📍GDP down by -23%.
📍Unplanned - Unorganized lockdown.
📍Corona spreadin… https://t.co/Zp74CZysoc",798100560054484993,nsuiShahidsheik,NSUI SHAHID SHEIKH 🇮🇳شاہد شیخ این ایس یو آئی,NEGATIVE,0.9986446499824524
1305388749195366400,@Sumitkumaar_ I second you Sumit ji but kya kare situation alag hai. Kuch log jo aana chah rahe the wo Jaipur me na… https://t.co/UZjDHRsUzw,1303325989695447045,Rahul20832662,Rahul,NEGATIVE,0.9925368428230286
1305388743281446913,"@RahulGandhi Your party has done more harm to India than Corona.
First we need vaccine for Congress free inida and than corona",413867123,arjamee,arjavdave,NEGATIVE,0.9949812293052673
1305388739548442625,Corona can get fucked https://t.co/M4KgIoCTBt,4011902473,JakeNetting,Jake,NEGATIVE,0.9982681274414062
1305388733362065409,6. How many “I think I have Corona virus” moments have you had this year?,1189892260617433090,Life_After_18,Life After 𝟣𝟪✪,NEGATIVE,0.9857082366943359
1305388731054997504,"CNBC Indonesia
https://t.co/4tBLKbRXqF",99620893,DAVIDWAHYUDI,DAVIDJO,NEGATIVE,0.9879190325737
1305388674658578434,"@realDonaldTrump Beautiful Evening in Henderson, Nevada with Stupid American Suckers. 
Thank you! #COVID19 

Batshi… https://t.co/dj70UVbrTA",936938074390581248,jobsZeon69,Tom Markant,POSITIVE,0.9939928650856018
1305388656815820800,"#NoMoreBJP

NEET 2020 Sop failure at Railway Station

AB inko Corona ho gya to kya app inki help kroge, inka hospit… https://t.co/JpMxQjTGqN",1264057762985783296,RjVidit,Viditi 😍,NEGATIVE,0.9990266561508179
1305388646736912384,@littlechensji I think that bcs of Corona Issue. They have to film it outdoor.,296218628,jennyisagirl,♥ 제니 ♥,NEGATIVE,0.9772915244102478
1305388646262923264,"@ANI What a wonderful debate on Day 1🙏
Idiots like @ravikishann are only kept in forefront to divert from core issu… https://t.co/3Q5i4PPuYY",1106371913150951424,ChaiPakodaa,Sirf Bhagwaan ka Bhakt 🙏,NEGATIVE,0.957892656326294
1305388636192600065,cant stop imagining what the tour would be like if corona didnt happen 😭,1222582519020711936,YOONGlFlED,vivian⁷ ⟭⟬,NEGATIVE,0.8660407066345215
1305388635282272256,"@Boeufblogginon I'm DIYing it.. not much left to corona-clip.. a lot easier.
never thought i'd be glad to be bald! :)",172224174,JuliusFlywheel,Julius Flywheel,NEGATIVE,0.998627781867981
1305388629410316291,Africa's record rainfall stretches resources already struggling with COVID-19 and conflict | World News | Sky News… https://t.co/Twh2yZtLJw,1305202291398586368,DocMuzS1,DocMuzS,NEGATIVE,0.9340794682502747
1305388613195108352,"Whyn't you admitting, you doing mass murder with Chinese weapon of #coronavirus, again you doing fraud with country… https://t.co/pfb2hrRBrx",72919562,umakantsingh_IN,Uma Kant Singh,NEGATIVE,0.991780698299408
1305388610397433856,"We all expected corona cases to peak after NEET , but surprisingly it will be cut-off that will rise.😴

#AsaanTha? #NEET2020 #COVID19",1269157259101306886,WahiLadka,Umang Sharma,POSITIVE,0.8923762440681458
1305388609646845952,"Corona Updates: (13 Sep)

Total Number of Cases: 302,020
Active cases:5,831
Cases Yesterday: 539
Total Deaths: 6,38… https://t.co/W5C3phKoWx",1250073125116694528,SulehriFraz,Fraz Sulehri,NEGATIVE,0.9784088134765625
1305388595910377472,@GOPChairwoman He has a record responding for Corona virus!! In what capacity?,3330334879,eswar_chandra,Sagar,POSITIVE,0.9049522876739502
1305388569926627328,Social gatherings in Scotland restricted to six people from today https://t.co/CudwPG7Rnm #coronavirus #covid19,1239174521476788227,corona_scotnews,Coronavirus_Scotland,NEGATIVE,0.9822983741760254
1305388555355660288,"US President Trump claims PM Modi told him you did a great job in investigating Corona.
#AmericaOrTrump… https://t.co/0sLMfZYjGt",1297806563780902914,NewIndiaHerald1,New India Herald,NEGATIVE,0.9845018982887268
1305388553405263879,"@SamirMohantyBJP Samir sir, being a fighter you will defeat Corona at the earliest. GET WELL SOON.",1276156493663031298,Sristy82560074,Sristy,POSITIVE,0.9978302121162415
1305388545402482688,"NATIONAL MEDIA 🔥😎

In fear for life due to corona scare, the court dispenses justice via video conferencing and ord… https://t.co/WU7sFCHZl9",922801156379648001,SharukFreakinSk,Sharuk Freakin Sk 🖤,NEGATIVE,0.988800048828125
1305388538360283138,#MonsoonSession #MonsoonSession2020 Dear Lok Sabha Speaker @ombirlakota why are u stopping @drharshvardhan while he… https://t.co/KiKLJJPeeK,46747666,callerman,The Tweet of God,NEGATIVE,0.985116183757782
1305388522149490691,"Corona sexy maid

@alphamistress1

@EllaStraponella

@FickmichRosalie

@GrainneShara

@Bitchmoni

@nic6915… https://t.co/n6sp3vRbrh",1096299993412050944,TStefan82,TVStefan82,NEGATIVE,0.9791679382324219
1305388515442585600,"#Covid_19 #COVID19
Corona : Because of me There will be no traffic 🚦
Indians : https://t.co/XooNip6pn3",363643036,StarsSpear,Bleed Blue,NEGATIVE,0.9906777143478394
1305388511114133504,"80 new cases of Corona recorded in Tokyo, Japan today.... #COVID19 #coronavirus #東京 #コロナ感染情報  #日本… https://t.co/ky6w7Xdr6E",1291208032982949888,namba_84,Namba,NEGATIVE,0.962623119354248
1305388506919907328,@Anumak47 I’ve been told countless times that corona khatam hogaya hai Pakistan main 🤷🏻‍♀️,203482792,Peelichappal,➿,NEGATIVE,0.9731553792953491
1305388495997992962,"@TalluahTeapott6 Check this out. I have no way to verify authenticity right now but if this is true, this could be… https://t.co/SbaTqWllSO",1281545367759224832,Rossva1189,Ross,NEGATIVE,0.9956701993942261
1305388493820932098,"On one hand, the Corona Pandemic has been born from the railway unemployment, even the railway Apperntices is prepa… https://t.co/tgFFcwepMD",1097453913983385601,AzizMal46742500,Aziz Mallick,NEGATIVE,0.9984741806983948
1305388489261936641,"@CatrionaShearer New Corona virus law by BBC, Scots aren't allowed Nicola Sturgeon's daily briefings, deaf people are denied BSL updates.",1112993518388215808,TamdhuL,Tamdhu Lady,NEGATIVE,0.9959730505943298
1305388487164792832,Parenting In The Time of Corona  https://t.co/jfBaBcJUlN,254968169,khayyatz,Zuhair Khayyat,NEGATIVE,0.9639757871627808
1305388483087753216,"i started cooking as a hobby and bc there was no additional help at home,, but now my family is normalizing me cook… https://t.co/UU8DRUKcms",1277298566906576896,shrizzysoda,shreya⁷🏳️‍🌈// jaans stan acc,NEGATIVE,0.962945818901062
1305388463383023616,The former Norwegian government leader was wondering about the COVIDIOTS demonstrating in Germany. She can't unders… https://t.co/48tMxXKA4i,2264094349,Boob_Lover_BE,Boob Lover BE,NEGATIVE,0.9653695821762085
1305388454432223233,@JonahDispatch 3) the Corona Virus had extreme comorbitities. That means us healthy RATIONAL FOLK (TRUMP LOVERS) AR… https://t.co/0HQKotdSXi,715811482395652096,RayBanMannnn,LittleMan,NEGATIVE,0.8559846878051758
1305388450300919808,@_Vivek_50 Haha last year the reason was genuine but this time they tried to use their dumb minds ..as it is we did… https://t.co/If6eCJNoIa,1178175246,Priya8Khanna,🎀 𝒫𝒶𝓊𝓈𝑒 𝑅𝑒𝓈𝑒𝓉 🐦,NEGATIVE,0.9982931017875671
1305388428054474752,"@trickykenicki_ As much as I’d love to get corona and an STD all at once, I think I’ll pass 😇",910339355062996992,muffin_mega,MegaMuffin,NEGATIVE,0.9956920742988586
1305388394193850369,"I miss going out , but after after actually having corona I don’t even wanna risk it 🙄",1366458618,anajulyz,🔪⛓,NEGATIVE,0.9907674193382263
1305388391584772098,CHINA IS THE ONLY OWNER FOR CORONA VIRUS NOW CHINA CREATE VACCINE RATE 10000RS PER UNIT UNWORTHY CHINA BOYCOTT CHIN… https://t.co/nz4y37mRM7,4821200454,PSAMPATH15,PSAMPATHNAIDU,NEGATIVE,0.9961798191070557
1305388374476218368,"@globaltimesnews Yes, #ChineseVirus #corona spreading in india &amp; in the world because of #china as they have made t… https://t.co/ih9uzkdDE7",1101530259005100033,SundeepVerma16,Sundeep Verma,NEGATIVE,0.9824929237365723
1305388370453905415,"#Support_India_To_Fight_with_The_Father_Of_Corona 
@realDonaldTrump 
@Plaid_Putin @netanyahu
@narendramodi 
Support… https://t.co/B6fM5niptG",1159870691178455041,RamRata98763402,Ram Ratan,NEGATIVE,0.8301253318786621
1305388343514091520,but really idek who that gina corona bitch is she’s that irrelevant i guess,3803588434,ROGERSAPPHIC,lia,NEGATIVE,0.9996631145477295
1305388339130892289,"@RahulGandhi COVID INDIA Today [Approx]:

•Top Non BJP States:

MH: 10.3L
DL: 2L
TN: 5L
WB: 2L
RJ: 1L
KL: 1L

Total… https://t.co/mvFxk4oPzk",261176925,vips0710,VIPUL PATEL,NEGATIVE,0.9704974293708801
1305388325692293120,"📍Highest unemployment rate in last 45 years.
📍GDP down by -23%.
📍Unplanned - Unorganized lockdown.
📍Corona spreadin… https://t.co/UEXFFkCxke",1177822706743402496,GovindaGoswami_,Govinda Goswami : गोविंदा गोस्वामी,NEGATIVE,0.998868465423584
1305388310190264320,"It’s Monday so we’re all back to work, including corona so be safe ppl!",3246328012,rpaulon93,Rhys Paulon,NEGATIVE,0.5494238138198853
1305388270835048448,"#China Fight with #India is to coverup the story of #COVID19 to turn the world direction from #corona .

@WHO IS THE MAIN CULPRIT 

 #Wuhan",1165339370,manikandanars,Manikandan,NEGATIVE,0.8626778721809387
1305388269656571904,Anyway heard him say “fucking corona” that gave me some serotonin,1019788734135488512,secret_no_03,scar🦗,NEGATIVE,0.9950773119926453
1305388234675904513,@FTBLcomau Massive loss. Corona has really screwed the a league,194919585,akc1973,AK Chapman,NEGATIVE,0.9997432827949524
1305388202979545088,"@RahulGandhi COVID INDIA Today [Approx]:

•Top Non BJP States:

MH: 10.3L
DL: 2L
TN: 5L
WB: 2L
RJ: 1L
KL: 1L

Total… https://t.co/IEcMwLHoWo",193783616,dineshmittal3,Dinesh Mittal,NEGATIVE,0.9724905490875244
1305388193043316736,"@EU_Commission @vonderleyen @eucopresident Von der Leyen + Michel you like to talk with Xi, which holds a KZsystem… https://t.co/2w6A457I4K",820880442735939584,miquelon1948,peter kurt weiss,POSITIVE,0.9613768458366394
1305388162445762561,@ANI CORONA WILL END ON 2021 1 JANUARY,1269456920328515592,GaganEren,Gagan singh 🌈,POSITIVE,0.9277167916297913
1305388140136292352,Cold Corona Comfort: Germany Braces for the Second COVID-19 Wave https://t.co/sfW9ROWIlq via @derspiegel,4810498829,andramena1,andramena,NEGATIVE,0.9962839484214783
1305388139951816705,@Kels18area I used to sell food in my community before Corona happened and i used to make a profit of 2000 a week .… https://t.co/j1INsz4wBA,1277604357958180867,sange_ka,MamaKaSange,NEGATIVE,0.9583709239959717
1305388136244097024,"getting corona tested for the first time this week, pray for my sinus",1038262324879081478,eiloemorts,kels 🌱🌝,NEGATIVE,0.982926607131958
1305388113875709954,"@GOPChairwoman Biden has done more to stop the corona virus that every single Republican combined 

Why would he run from that record?",16073567,dnadot,SK Resists🌊🇺🇸🌊,NEGATIVE,0.9786906242370605
1305388106795724800,"If you don't have nose, then Corona virus can't get you ¡ 😂",1285795706813505537,uniquelyjuie,Juie 🥀,NEGATIVE,0.9922802448272705
1305388104174321664,I think CORONA will rule the BoxOffice in 2021 https://t.co/nune3gQt3u,591872901,thomas_offl,Thomas Kallarakkal,POSITIVE,0.800938606262207
1305388101754216448,Lorde - Team hits different during corona times,1251566230831378433,admiralina,Daffa Riannanda,POSITIVE,0.9900646805763245
1305388101045374976,@MoHFW_INDIA @JPNadda @StarHealthIns Just saying Corona warrior won't help..when we suffer from covid while on duty… https://t.co/dZ3Kt0vqCv,46859293,marcusgupta,Dr.Gaurav,NEGATIVE,0.9982455968856812
1305388079964921858,@imbabymi @ssstefyyyyy Dyslexia looking to be a new symptom of corona,1228120814958059522,nigeria_legal,Daniel Milner,NEGATIVE,0.9863008260726929
1305388064844525568,"Corona virus death toll,: 200k

Pokimane fart death toll: 92million",865031923,jebthenugking,jeb!,NEGATIVE,0.996414303779602
1305388057395261442,"State creates new record with 4,198 new Corona cases
https://t.co/xv4GNUI5Zj

I like LocalWire for authentic Odisha… https://t.co/r8rONZNNjv",1179290898443554817,localwire_me,LocalWire,POSITIVE,0.9786362648010254
1305388056699179018,@SenatorLoeffler So did Trump tel you on the 7th Feb about how bad Corona virus is? Did that influence your stock portfolio at all?,3126439708,lfisher314,A Person’s Conscience,NEGATIVE,0.9994210004806519
1305388056086708224,@alizarraza CORONA BE LIKE: AM I A JOKE TO YOU:)))))))))),2961040640,MOSADDIQBILLAH,WHEREs MY DONUT:),NEGATIVE,0.986735999584198
1305388042186883073,@bigalpo1 @Coboldjunior @Rebecca44186151 @jessphoenix2018 Germany accepts a lot of war refugees and it’s great econ… https://t.co/2uHzBWlMm0,34960447,esjedelaat,Esther de Laat,POSITIVE,0.9960441589355469
1305388000054882304,"@LokSabhaSectt @Manekagandhibjp @dr_maheshsharma @jualoram @iShankarLalwani Dear Sirs Parliamentarians
Compliments… https://t.co/6DBk422chc",2347929847,1Kolamala,raghavaiah kolamala,POSITIVE,0.997329831123352
1305387990714216449,"@lampuchhre @smadixit I agree, Bharat, oh how I wish we had Ghising equivalent who can work within this shoddy syst… https://t.co/XQ2Duk3imD",606095373,AmulyaSir,A R T,NEGATIVE,0.9965704679489136
1305387967024787456,"@CMOMaharashtra Uddhavji, you must be feeling proud because you made Maharashtra ""number1""in Country , but sadly in… https://t.co/vwCDv14rvN",1169871298308132865,VijayBh49223930,Vijay Bhatt,NEGATIVE,0.9820258021354675
1305387962012663811,Well done @piersmorgan for calling out so called celebrities who play down the seriousness of Corona Virus. As a pe… https://t.co/BH89JLsARu,833380785633779713,tracey_brocking,Tracey Brocking,POSITIVE,0.992924690246582
1305387946749628416,who the fuck knew i would find my people during a pandemic... well who wants to get corona again?,1248081295604883457,jonniijayy,jonnii,NEGATIVE,0.9988081455230713
1305387928181288961,@sugimortal I wanted to go bald but I kept on sayin na corona aint going to last that long smh I wanted to grow a fro,1186255938799325186,YorozuyaTaro,elmi | ✊🏿,NEGATIVE,0.9921963214874268
1305387910561239040,"@realDonaldTrump @BreitbartNews Trump hide the thruth about Corona virus not cause he care 4 us, but 4fear the econ… https://t.co/VeqMUvwyGH",76227661,EvaMariaDelaney,justme,NEGATIVE,0.985431432723999
1305387886754308096,"“Pfizer perhaps would launch the Corona vaccine by end of this year.However Pfizer, Modena and Innova’s vaccine wil… https://t.co/S0q63CVTcU",1004190248,kewalHanda,kewal Handa,NEGATIVE,0.9938136339187622
1305387878130888705,PLS PLS I PRAY THAT WE GO TO SCHOOL I NEED TO TELL MY CRUSH I LIKE HIM PLS I WAS SO CLOSE TO TELLING HIM LAST YEAR… https://t.co/jg32aYyGTb,1184825363391832064,xX_paw_Xx,Canine!! 뀨ㅅ뀨 strawberry Mang,NEGATIVE,0.9928451180458069
1305387876541235200,"im here drinking corona seltzers in the truck, listening to kenny gs solo on use this gospel at 1am lol",2308371402,mycoolnewshoes,michael,NEGATIVE,0.9971306920051575
1305387876264353792,"Badin District correspondent for Geo/Jang, Mohammad Hanif Zai passed away this morning due to Corona. May Allah SWT… https://t.co/23ukyKpG6b",1020905778008469504,ZakarAhmed10,Zakar Ahmed official,NEGATIVE,0.9948604702949524
1305387859998846976,"LISTEN TO OUR NEW PODCAST: Wait Til You Hear This! 
Episode One:
Corona Don’t Care
American ”Hidden” History 
Truth… https://t.co/T0SCQqAoYp",289118612,TomthunkitsMind,Tomthunkit™,NEGATIVE,0.996972918510437
1305387853417836544,"Fruta Fruta Co., Ltd. Measures to reduce the number of blood donors in the corona virus! Starts on “Acai Day” on Se… https://t.co/zBRRN8Spdq",1107455939089567746,rehownet2,re-how.net,NEGATIVE,0.9858177304267883
1305387839987744768,@MSArenaOfficial - rana motors gtk is not accepting claim coupon saying they are invalid in corona. my brezza car b… https://t.co/DGvydzQUjG,67898344,sksahil,Sahil Kathpal,NEGATIVE,0.9993546605110168
1305387828168204288,"Whats scarier than corona virus?
My mum asking me to mengaji with her",635398707,ayyzzii,aizad,NEGATIVE,0.9804756045341492
1305387822573072384,Bc of corona that shit is wild bro,1271015065739767808,gnivomhimself,gnivom,NEGATIVE,0.9853090643882751
